中文名,英文名,标准学名,科,属,资源状态,价值等级,价值外显命名,鱼单价/kg,期望单鱼价格,最大记录重量(kg),期望重量(kg),重量段,最大记录体长(cm),常见体长(cm),重量参数a,重量参数b,栖息带类型,深度下限(m),深度上限(m),资料水温下限(°C),资料水温上限(°C),最喜欢的温度(°C),食性（源表候选）,时段偏好,天气偏好,候选水温带,地域分布,性格,现实单价参考(元/kg),俄4映射鱼种,俄4映射类型,环境类型,迁徙类型,摄食类型,营养级,资料库体型,资料库捕获方式,体长口径,AI审核状态,匹配依据,源记录ID,飞书来源,快照日期,源表版本,Notion资料页
驼背太阳鱼,Pumpkinseed Sunfish,Lepomis Gibbosus,Centrarchidae,Lepomis,可用,3,稀有,2361.4,870.219316,0.63,0.2,T2,40,9.9,0.012,3.182,benthopelagic,0,41,4,30,17,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,广温,北美洲,好斗,30,驼背太阳鱼,同物种,"[""淡水"",""半咸水""]",potamodromous,hunting macrofauna (predator),3.25,short and / or deep,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWFZLN,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWFZLN,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236813c8339fcc4e217cf1e
美洲红点鲑,Brook Trout,Salvelinus Fontinalis,Salmonidae,Salvelinus,可用,3,稀有,1332.3,5443.465385,8,2.25,T5,86,26.4,0.0172,2.915,benthopelagic,15,27,0,25.3,12.65,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,追猎,150,美洲红点鲑,同物种,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),3.31,fusiform / normal,,SL,待人工审核,Brook trout 中文通名；FishBase 接受种核验,recvppgBfWkdNd,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWkdNd,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236813c877fe164eb9c18b3
金鳟,Golden Trout,Oncorhynchus Aguabonita,Salmonidae,Oncorhynchus,可用,4,珍稀,12250,30030.37648,4.98,1.35,T4,71,29.8,0.0169,3,demersal,,,11,19,15,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,追猎,150,黑口红点鲑,近似种类比,"[""淡水""]",non-migratory,hunting macrofauna (predator),3.34,fusiform / normal,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWgrqK,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWgrqK,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368146b065c6787af1d684
弓鳍鱼,Bowfin,Amia Calva,Amiidae,Amia,可用,2,常见,792,3559.51891,9.75,2.47,T5,109,53.3,0.0194,2.992,demersal,0,,15,20,17.5,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,孤僻,30,细鳞鲑,近似种类比,"[""淡水""]",,hunting macrofauna (predator),3.81,elongated,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWjob4,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWjob4,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681479b64e2c0b7282b40
斑点黑鲈,Spotted Bass,Micropterus Punctulatus,Centrarchidae,Micropterus,可用,1,普通,218.2,534.9084202,4.65,1.35,T4,63.5,30,0.00871,3.09,demersal,,,17,27,22,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,好斗,30,斑点黑鲈,同物种,"[""淡水""]",,hunting macrofauna (predator),3.56,short and / or deep,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWgbC9,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWgbC9,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368147a8b2d62afb5d0d33
大口黑鲈,Largemouth Bass,Micropterus Salmoides,Centrarchidae,Micropterus,可用,2,常见,1191.8,5843.298398,10.09,2.7,T5,97,40,0.0087,3.09,benthopelagic,0,6,10,31.7,20.85,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,广温,北美洲,好斗,30,大口黑鲈,同物种,"[""淡水""]",,hunting macrofauna (predator),3.84,fusiform / normal,hooks and lines,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfW8ABR,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfW8ABR,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681498e00c77b64519a0c
西方七鳃鳗,Petromyzontidae,Western Brook Lamprey,Petromyzontidae,Western,可用,2,常见,1168.5,95.49365029,0.15,0.04,T1,17.3,12,0.00132,2.99,demersal,10,,0.6,18,10月12日,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,冷水,北美太平洋沿岸（阿拉斯加至俄勒冈）,追猎,30,Lampetra richardsoni,近似种类比,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),2.4,eel-like,,TL,待人工审核,FishBase Lampetra richardsoni (ID 2528); Western brook lamprey; 中文俗名精确匹配; non-parasitic 淡水溪流七鳃鳗,recvppgBfWwgqx,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWwgqx,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236814da525e138543b08be
美洲条纹狼鲈,Striped Bass,Morone Saxatilis,Moronidae,Morone,可用,2,常见,644.3,15794.7523,57,13.5,T11,200,120,0.00753,3.14,demersal,30,,8,25,16.5,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,西大西洋,好斗,30,大西洋鲑鱼,近似种类比,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),4.65,fusiform / normal,,TL,待人工审核,Striped bass 中文通名；FishBase 接受种核验,recvppgBfWY1PD,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWY1PD,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236814db792e62f8c3f64f1
眼鳢,Bullseye Snakehead,Channa Marulius,Channidae,Channa,,2,常见,1126.7,15651.66879,30,7.65,T8,183,46,0.007,3,benthopelagic,,,24,28,26,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,暖水,亚洲,孤僻,30,花狼鱼,近似种类比,"[""淡水""]",potamodromous,hunting macrofauna (predator),4.5,elongated,,TL,待人工审核,去除资产备注后与 FishBase 中文俗名精确匹配,recvppgBfWfeHA,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWfeHA,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236815b9aafecf18126d17d
北美狗鱼,Muskellunge,Esox Masquinongy,Esocidae,Esox,可用,2,常见,832.7,13608.86775,31.75,9,T9,183,95,0.00146,3.36,demersal,,,11,19,15,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,追猎,30,匈红鲤(鳞鲤),近似种类比,"[""淡水""]",non-migratory,hunting macrofauna (predator),4.5,elongated,seines,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWTdCt,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWTdCt,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236815db2a1c221794708ba
白马切喉鳟,Cutthroat Trout,Oncorhynchus Clarkii,Salmonidae,Oncorhynchus,可用,4,珍稀,4382.8,46558.44197,18.6,5.85,T8,99,,0.00649,3,demersal,0,200,6.1,10.1,8.1,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,,东太平洋,追猎,150,小齿狼鱼,近似种类比,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),3.77,fusiform / normal,hooks and lines,TL,待人工审核,Whitehorse cutthroat trout 未在 FishBase 独立列亚种，回退到切喉鳟种级,recvppgBfWDMIV,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWDMIV,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368164969eca7b0cb4ee44
鬼头刀,Mahimahi,Coryphaena Hippurus,Coryphaenidae,Coryphaena,,3,稀有,1402.3,27501.45106,40,10.8,T10,210,100,0.015,2.76,pelagic-neritic,0,85,21,30,25.5,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,暖水,大西洋、印度洋与太平洋,追猎,70,黑长鲳,近似种类比,"[""半咸水"",""海水""]",oceanodromous,hunting macrofauna (predator),4.37,elongated,various gears,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWzovp,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWzovp,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368174a220fbaafd083229
佛罗里达雀鳝,Florida Gar,Lepisosteus Platyrhincus,Lepisosteidae,Lepisosteus,可用,2,常见,792,3559.51891,9.61,2.47,T5,132,59.5,0.00127,3.313,demersal,,,17,27,22,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,孤僻,30,细鳞鲑,近似种类比,"[""淡水""]",,hunting macrofauna (predator),3.72,elongated,,TL,待人工审核,Florida gar 中文直译；按独立物种匹配,recvppgBfWzbGS,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWzbGS,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368174a669d24927e5748e
黑牛胭脂鱼,Black Buffalo,Ictiobus Niger,Catostomidae,Ictiobus,可用,1,普通,347,4253.281893,28.74,6.75,T8,123,52,0.01,3.106,demersal,,,17,27,22,"[""肉食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,追猎,30,黑牛胭脂鱼,同物种,"[""淡水""]",,hunting macrofauna (predator),3.42,fusiform / normal,,TL,待人工审核,去除资产备注后与 FishBase 中文俗名精确匹配,recvppgBfWvgxs,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWvgxs,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236817585adff731f1fb169
链纹狗鱼,Chain Pickerel,Esox Niger,Esocidae,Esox,可用,2,常见,841.6,2063.148151,4.25,1.35,T4,99,41.9,0.00405,3.098,demersal,,6,10,20,15,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,追猎,30,短角大杜父鱼,近似种类比,"[""淡水""]",non-migratory,hunting macrofauna (predator),3.29,elongated,,TL,待人工审核,Chain pickerel 中文通名；FishBase 接受种核验,recvppgBfWSOnn,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWSOnn,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681819de4c916ad67a6f1
白斑刺盖太阳鱼,White Crappie,Pomoxis Annularis,Centrarchidae,Pomoxis,可用,1,普通,511.9,565.1110883,2.35,0.6,T3,53,25,0.0202,2.62,demersal,,,20.3,32.3,26.3,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,好斗,30,白刺盖太阳鱼,同物种,"[""淡水""]",,hunting macrofauna (predator),4.39,short and / or deep,,TL,待人工审核,农业种质资料/白莓鲈中文名与 FishBase 接受种核验,recvppgBfWM3bv,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWM3bv,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236818488d6cfc71e57a7ce
露仙美鱥,Tennessee Shiner,Paranotropis Leuciodus,Leuciscidae,Paranotropis,可用,2,常见,1168.5,95.49365029,,0.04,T1,,,0.0136,3,demersal,,,11,19,15,,早晨活跃,,,,躲藏,30,湖大吻鱥,近似种类比,,,,,,,TL,待人工审核,,recvppgBfWSeoR,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWSeoR,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368184a30ceb9533509e4b
玻璃梭鲈,Walleye,Sander Vitreus,Percidae,Sander,可用,4,珍稀,3797.4,21721.40031,11.34,3.15,T6,107,54,0.03542,2.695,benthopelagic,0,27,1.1,29,15.05,"[""肉食性""]",夜间活跃,阴天、小雨或低光照；以天气稳定为先,广温,北美洲,追猎,30,玻璃梭鲈,同物种,"[""淡水"",""半咸水""]",potamodromous,hunting macrofauna (predator),4.47,elongated,gillnets,FL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWht7g,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWht7g,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681878631e3151077d52a
绿太阳鱼,Green Sunfish,Lepomis Cyanellus,Centrarchidae,Lepomis,可用,2,常见,1004.4,532.6915689,0.96,0.29,T2,31,20,0.0114,3.19,benthopelagic,,,18,31.7,24.85,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,暖水,北美洲,好斗,30,太阳鱼,近似种类比,"[""淡水""]",,,3.49,short and / or deep,,TL,待人工审核,Green sunfish 中文通名；FishBase 接受种核验,recvppgBfWNdVB,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWNdVB,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681878642d8dd923017a0
白亚口鱼,Yaqui Sucker,Catostomus Commersonii,Catostomidae,Catostomus,可用,2,常见,789.8,1128.793575,2.94,0.78,T3,65,40.7,0.0126,2.94,demersal,,,0,29.3,14.65,"[""肉食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,躲藏,30,金眼狼鲈,近似种类比,"[""淡水"",""半咸水""]",,hunting macrofauna (predator),2.82,fusiform / normal,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfW0tKq,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfW0tKq,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681889db4c94c7bdb15ce
小口黑鲈,Smallmouth Bass,Micropterus Dolomieu,Centrarchidae,Micropterus,可用,2,常见,1191.8,2921.649199,5.41,1.35,T4,69,8,0.0153,2.92,benthopelagic,1,7,8.5,29.5,19,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,广温,北美洲,好斗,30,小口黑鲈,同物种,"[""淡水""]",,hunting macrofauna (predator),3.56,fusiform / normal,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWD5uv,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWD5uv,2026-09-08,4987,https://app.notion.com/p/3d5a4137d2368188b9f8eb43b5204e0a
丁鱥,Tench,Tinca Tinca,Tincidae,Tinca,可用,1,普通,560.9,1833.364698,7.5,1.8,T4,70,20,0.0105,3.118,demersal,1,,4,24,14,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,广温,欧亚大陆,追猎,30,丁鱥,同物种,"[""淡水"",""半咸水""]",potamodromous,hunting macrofauna (predator),3.69,fusiform / normal,seines,SL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWvTo4,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWvTo4,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236818c8d30fd5dc52ced34
旗鱼,Sailfish,Istiophorus Platypterus,Istiophoridae,Istiophorus,,4,珍稀,9349.6,229201.6391,100.24,13.5,T11,348,270,0.00238,3,pelagic-oceanic,0,200,19.6,31.6,25.6,"[""肉食性""]",全天活跃,晴到多云、有微风；以稳定海况为先,暖水,印度—太平洋,追猎,150,魣鳕,近似种类比,"[""海水""]",oceanodromous,hunting macrofauna (predator),4.5,elongated,gillnets,FL,待人工审核,Sailfish 通名；按 FishBase 当前接受种归并,recvppgBfWZQYE,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWZQYE,2026-09-08,4987,https://app.notion.com/p/3d5a4137d236819fae7fe4b8fd25857d
斑点雀鳝,Spotted Gar,Lepisosteus Oculatus,Lepisosteidae,Lepisosteus,可用,2,常见,1004.4,2462.245725,4.44,1.35,T4,150,100,0.00072,3.4,demersal,0,,12,20,16,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,孤僻,30,斑点雀鳝,同物种,"[""淡水"",""半咸水""]",,hunting macrofauna (predator),4,elongated,gillnets,TL,待人工审核,Spotted gar 中文通名；按独立物种匹配,recvppgBfWM50F,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWM50F,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681a9acfedb2ec969f5e1
黑斑刺盖太阳鱼,Black Crappie,Pomoxis Nigromaculatus,Centrarchidae,Pomoxis,可用,2,常见,1103.2,1442.382073,2.72,0.72,T3,49,27.5,0.0114,3.075,benthopelagic,0,,14,30.6,22.3,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,好斗,30,黑斑刺盖太阳鱼,同物种,"[""淡水""]",,hunting macrofauna (predator),3.81,short and / or deep,,TL,待人工审核,农业农村部种质资料与 FishBase 接受种核验,recvppgBfWzQJ3,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWzQJ3,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681ac821edc9ce5ea6a15
长背亚口鱼,Blue Sucker,Cycleptus Elongatus,Catostomidae,Cycleptus,可用,2,常见,912.3,2385.560444,5.71,1.44,T4,93,66.5,0.002,3.351,benthopelagic,,,17,27,22,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,躲藏,30,茴鱼,近似种类比,"[""淡水""]",,,,elongated,,TL,待人工审核,去除资产备注后与 FishBase 中文俗名精确匹配,recvppgBfWEP7C,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWEP7C,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681b28aa4ceeb922c4f0c
臼齿鱼,Hardhead,Mylopharodon Conocephalus,Leuciscidae,Mylopharodon,可用,2,常见,876.1,5369.308741,,3.37,T6,100,35,0.01402,3,demersal,,,17,27,22,,早晨活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,躲藏,30,花羔红点斑鲑,近似种类比,"[""淡水""]",,,,fusiform / normal,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWrOAr,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWrOAr,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681b59609d8339145cb41
小须美鱥,River Chub,Nocomis Micropogon,Leuciscidae,Nocomis,可用,2,常见,968.5,151.0299759,,0.08,T1,33,13.5,0.0094,3.06,demersal,,,11,19,15,"[""肉食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,活泼,30,青蛙,近似种类比,"[""淡水""]",,,3.17,fusiform / normal,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWLacW,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWLacW,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681bcad6eed41e54184e8
小冠太阳鱼,Redear Sunfish,Lepomis Microlophus,Centrarchidae,Lepomis,可用,3,稀有,1330.1,1847.716779,0.22,0.76,T3,43.2,19.2,0.0218,2.96,demersal,,,17,27,22,,晨昏活跃,多云、小雨或微风；避免强烈正午光照,温水,北美洲,躲藏,30,小冠太阳鱼,同物种,"[""淡水""]",,,,fusiform / normal,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfW39bm,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfW39bm,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681bfbaf1c016e64d698c
灰西鲱,Alewife,Alosa Pseudoharengus,Alosidae,Alosa,可用,1,普通,527.1,30.68834536,0.2,0.03,T1,40,30,0.0549,2.51,pelagic-neritic,5,145,2.3,4.3,3.3,"[""肉食性""]",全天活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,追猎,13,乌克兰七鳃鳗,近似种类比,"[""淡水"",""半咸水"",""海水""]",anadromous,hunting macrofauna (predator),3.39,fusiform / normal,,SL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWJr70,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWJr70,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681c284b7de396fd11121
水牛鱼,Buffalo,Ictiobus Bubalus,Catostomidae,Ictiobus,可用,2,常见,876.5,15757.16326,37.29,9.9,T9,112,58.5,0.012,3.063,demersal,4,,21.1,33.1,27.1,"[""肉食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,孤僻,30,廓里湖红点鲑,近似种类比,"[""淡水""]",,hunting macrofauna (predator),3.01,fusiform / normal,gillnets,TL,待人工审核,与同表大口/黑牛胭脂鱼区分后，按 smallmouth buffalo 匹配,recvppgBfWCS5y,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWCS5y,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681d3ad27d6125a681736
乌鳢,Northern Snakehead,Channa Argus,Channidae,Channa,可用,2,常见,951.4,3498.477573,8,2.02,T5,100,,0.0054,3.121,benthopelagic,,,4,22,13,"[""肉食性""]",晨昏活跃,多云、小雨或微风；避免强烈正午光照,广温,亚洲,孤僻,30,驼背白鲑,近似种类比,"[""淡水""]",,hunting macrofauna (predator),4.44,elongated,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfWASPy,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfWASPy,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681d58179f80b17a11248
双点美鱥,Hornyhead Chub,Nocomis Biguttatus,Leuciscidae,Nocomis,可用,2,常见,1168.5,95.49365029,,0.04,T1,26,11,0.01983,3,demersal,,,11,19,15,"[""肉食性""]",早晨活跃,晴间多云、微风；以天气稳定为先,温水,北美洲,撕鳍,30,湖大吻鱥,近似种类比,"[""淡水""]",,hunting macrofauna (predator),3.03,elongated,,TL,待人工审核,FishBase 中文俗名精确匹配,recvppgBfW5dNA,https://pisn3u3ony2.feishu.cn/base/P9rTbUTARaE1GasZp3rctaoungb?table=tblBWCSfMnN13524&view=vewiU8a1wj&record=recvppgBfW5dNA,2026-09-08,4987,https://app.notion.com/p/3d5a4137d23681df9e20c646e383c743
